,Rating,title,date,stock
129237,B,Mid-Afternoon Market Update: Crude Oil Down Over 1%; Synchronoss Technologies Shares Slide,2017-09-19 14:38:00-04:00,AZO
129238,G,Mid-Day Market Update: Bob Evans Farms Rises On Acquisition News; Mediwound Shares Plunge,2017-09-19 12:06:00-04:00,AZO
129239,G,Mid-Morning Market Update: Markets Edge Higher; AutoZone Earnings Top Expectations,2017-09-19 10:08:00-04:00,AZO
129242,N,"AutoZone Q4 Adj. EPS $15.18 vs $15.11 Est., Sales $3.5B vs $3.5B Est.",2017-09-19 06:59:00-04:00,AZO
129244,N,"Earnings Scheduled For September 19, 2017",2017-09-19 04:51:00-04:00,AZO
129245,G,Underneath The Hood: AutoZone Shows 17 Percent Upside,2017-09-15 11:10:00-04:00,AZO
129246,N,The Auto Parts Trade: AutoZone Vs. Advance Vs. O'Reilly,2017-09-05 13:59:00-04:00,AZO
129248,N,Benzinga's Bulls & Bears For The Past Week: Tesla And The Auto Parts Retailers,2017-07-09 19:21:00-04:00,AZO
129250,B,"Shifting Gears On Auto Parts Stores: AutoZone, Advance Auto And O'Reilly's Downgraded",2017-07-07 12:02:00-04:00,AZO
129252,N,"Benzinga's Top Upgrades, Downgrades For July 7, 2017",2017-07-07 09:23:00-04:00,AZO
129253,B,Bank of America Downgrades AutoZone to Neutral,2017-07-07 07:14:00-04:00,AZO
129254,B,"Morgan Stanley: 'We've Been Wrong' On DIY Auto, Downgrades O'Reilly, AutoZone",2017-07-06 12:24:00-04:00,AZO
129255,N,5 Biggest Price Target Changes For Thursday,2017-07-06 09:49:00-04:00,AZO
129256,N,"Benzinga's Top Upgrades, Downgrades For July 6, 2017",2017-07-06 09:27:00-04:00,AZO
129257,N,The Market In 5 Minutes,2017-07-06 09:02:00-04:00,AZO
129259,B,Morgan Stanley Downgrades AutoZone to Equal-Weight,2017-07-06 06:22:00-04:00,AZO
129260,B,12 Biggest Mid-Day Losers For Wednesday,2017-07-05 13:17:00-04:00,AZO
129261,B,Auto Parts Stocks Are Getting Crushed Thanks To O'Reilly's Guidance Cut,2017-07-05 11:39:00-04:00,AZO
129262,B,"Auto Parts Retailers Down Following Disappointing Comps Report From O'Reilly; Advance Auto Parts Shares Down 6.6%, AutoZone Shares Down 5.8%",2017-07-05 09:32:00-04:00,AZO
129263,G,AutoZone Is One Of The Steadiest Performers In Auto-Parts Retail Space,2017-06-20 15:44:00-04:00,AZO
129265,N,The Market In 5 Minutes,2017-06-05 09:08:00-04:00,AZO
129266,N,5 Biggest Price Target Changes For Tuesday,2017-05-30 09:52:00-04:00,AZO
129267,N,"Benzinga's Top Upgrades, Downgrades For May 30, 2017",2017-05-30 09:31:00-04:00,AZO
129268,G,Goldman Sachs Upgrades AutoZone to Buy,2017-05-30 07:51:00-04:00,AZO
129269,B,Wedbush Downgrades AutoZone to Neutral,2017-05-30 07:19:00-04:00,AZO
129270,G,"Trying For Five: Market Up Four Days In A Row With Fed Minutes, OPEC Ahead",2017-05-24 09:42:00-04:00,AZO
129271,N,"Benzinga's Top Upgrades, Downgrades For May 24, 2017",2017-05-24 09:22:00-04:00,AZO
129272,B,Stephens & Co. Downgrades AutoZone to Equal-Weight,2017-05-24 07:30:00-04:00,AZO
129274,B,15 Biggest Mid-Day Losers For Tuesday,2017-05-23 12:51:00-04:00,AZO
129275,B,Mid-Day Market Update: Kirkland's Drops After Weak Q1 Results; Helios and Matheson Analytics Shares Surge,2017-05-23 12:03:00-04:00,AZO
129276,B,Mid-Morning Market Update: Markets Mostly Flat; AutoZone Misses Q3 Expectations,2017-05-23 10:06:00-04:00,AZO
129277,B,"AutoZone Shares Down 9% Following Q3 Miss; Advance Auto Parts Down 5%, O'Reilly Down 3.8%, Genuine Parts Down 3.7%",2017-05-23 09:18:00-04:00,AZO
129278,N,20 Stocks Moving In Tuesday's Pre-Market Session,2017-05-23 08:04:00-04:00,AZO
129280,B,"AutoZone Q3 EPS EPS $11.44 vs $11.66 Est, Sales $2.62B vs $2.71B Est",2017-05-23 06:59:00-04:00,AZO
129282,N,"Earnings Scheduled For May 23, 2017",2017-05-23 05:33:00-04:00,AZO
129283,N,Why Does Amazon Want To Get Into Pharmacy?,2017-05-17 15:28:00-04:00,AZO
129284,N,"Which Is A Better Investment: Automakers, Auto Suppliers Or Car Parts/Service Providers?",2017-04-29 09:33:00-04:00,AZO
129285,N,Jim Cramer On Genuine Parts: The Amazon-Resistant Company 'Doesn't Get Enough Credit',2017-04-19 12:57:00-04:00,AZO
129286,B,10 Least Innovative States In America,2017-03-23 15:47:00-04:00,AZO
129287,G,AutoZone Adds $750M to Buyback Plan,2017-03-21 16:05:00-04:00,AZO
129288,B,"AutoZone Reports Q2 Adj. EPS $8.08 vs. $8.20 Est., Sales $2.3B vs. $2.35B Est.",2017-02-28 07:00:00-05:00,AZO
129290,N,"Earnings Scheduled For February 28, 2017",2017-02-28 04:54:00-05:00,AZO
129292,B,Retail CEOs Short On Details After Trump Visit,2017-02-15 13:21:00-05:00,AZO
129295,N,Jim Cramer Shares His Thoughts On Nike And AutoZone,2017-02-08 06:28:00-05:00,AZO
129297,N,Auto Parts Retail: Amazon Vs. Brick & Mortars,2017-01-31 10:47:00-05:00,AZO
129298,N,"Jim Cramer Gives His Opinion On AutoZone, Lockheed Martin",2017-01-31 07:04:00-05:00,AZO
129299,B,Amazon Buying An After-Market Auto Parts Company Is 'Unlikely',2017-01-24 08:54:00-05:00,AZO
129300,N,Guggenheim Initiates Coverage On AutoZone at Buy,2017-01-17 16:46:00-05:00,AZO
129301,N,Cold Weather Implications For Auto Sales,2017-01-03 08:08:00-05:00,AZO
129307,G,A Peek Into The Markets: U.S. Stock Futures Edge Higher Ahead Of JOLTS Report,2016-12-07 07:36:00-05:00,AZO
129308,G,JP Morgan Upgrades AutoZone to Overweight,2016-12-07 06:24:00-05:00,AZO
129309,G,Mid-Afternoon Market Update: U.S. Stocks Edge Higher; Intralinks Shares Climb On Acquisition News,2016-12-06 14:26:00-05:00,AZO
129310,N,What To Do With AutoZone Stock After A Strong Q1,2016-12-06 13:43:00-05:00,AZO
129315,N,"Earnings Scheduled For December 6, 2016",2016-12-06 05:04:00-05:00,AZO
129318,N,7 Biggest Price Target Changes For Friday,2016-10-21 09:28:00-04:00,AZO
129319,N,"Credit Suisse Maintains Outperform on AutoZone, Inc. Common Stock, Lowers to $814.00",2016-10-21 05:43:00-04:00,AZO
129321,B,"Worst Performing Industries For October 19, 2016",2016-10-19 11:13:00-04:00,AZO
129322,G,15 Biggest Mid-Day Gainers For Tuesday,2016-09-27 12:41:00-04:00,AZO
129323,G,"Top Performing Industries For September 27, 2016",2016-09-27 11:00:00-04:00,AZO
129324,N,7 Biggest Price Target Changes For Tuesday,2016-09-27 10:09:00-04:00,AZO
129325,N,Benzinga's Top Upgrades,2016-09-27 09:08:00-04:00,AZO
129326,N,"The Market In 5 Minutes: Debates, Oil Keep Stocks Mixed",2016-09-27 09:06:00-04:00,AZO
129327,G,"Morgan Stanley Upgrades AutoZone To Overweight, Sees 'Several Ways To Win'",2016-09-27 08:50:00-04:00,AZO
129328,G,"Morgan Stanley Upgrades AutoZone to Overweight, Raises PT to $840.00",2016-09-27 04:07:00-04:00,AZO
129329,G,Barclays Remains Buyers Of AutoZone Following Q4 Results,2016-09-23 15:57:00-04:00,AZO
129330,B,Weather Woes At AutoZone As Comp Sales Decelerate,2016-09-23 12:35:00-04:00,AZO
129333,G,Mid-Morning Market Update: Markets Open Higher; AutoZone Profit Tops Estimates,2016-09-22 10:30:00-04:00,AZO
129334,G,The Market In 5 Minutes: No Interest Rate Hike...Yet,2016-09-22 09:04:00-04:00,AZO
129335,B,"AutoZone's Q4 Sales Miss, Announces $750 Million Share Buyback",2016-09-22 07:51:00-04:00,AZO
129336,G,A Peek Into The Markets: U.S. Stock Futures Rise Ahead Of Economic Data,2016-09-22 07:46:00-04:00,AZO
129339,N,"Earnings Scheduled For September 22, 2016",2016-09-22 04:17:00-04:00,AZO
129345,G,UBS Upgrades AutoZone to Buy,2016-09-12 06:02:00-04:00,AZO
129346,B,"Worst Performing Industries For August 30, 2016",2016-08-30 11:22:00-04:00,AZO
129347,B,"Worst Performing Industries For August 26, 2016",2016-08-26 11:18:00-04:00,AZO
129348,N,Susquehanna Initiates Coverage on AutoZone at Neutral,2016-08-25 21:06:00-04:00,AZO
129349,B,"Worst Performing Industries For July 12, 2016",2016-07-12 11:32:00-04:00,AZO
129351,N,Fast Money Traders Share Their Thoughts On Automobile Sector,2016-07-05 06:52:00-04:00,AZO
129356,B,AutoZone Results Misses Expectations,2016-05-24 08:30:00-04:00,AZO
129357,G,"AutoZone Reports Q3 EPS $10.77 vs $9.57 in Same Qtr. Last Year, Sales $2.6B",2016-05-24 07:00:00-04:00,AZO
129358,G,AutoZone Reports Q3 Domestic Comps Up 2%,2016-05-24 06:59:00-04:00,AZO
129360,G,Gabelli & Co Initiates Coverage on AutoZone at Buy,2016-04-15 10:12:00-04:00,AZO
129361,B,Barclays On Broadline/Hardline Retail: 'It's About To Get A Lot Harder',2016-03-31 10:10:00-04:00,AZO
129364,N,"The Stocks That Moved The S&P, Dow And Nasdaq Today",2016-03-23 16:40:00-04:00,AZO
129367,N,"Oppenheimer Maintains Outperform on AutoZone, Raises PT to $900.00",2016-03-22 04:16:00-04:00,AZO
129368,G,"AutoZone Announces Will Be Hiring 10K+ New Full-, Part-Time Employees Through April",2016-03-08 16:01:00-05:00,AZO
129369,N,"Credit Suisse Maintains Outperform on AutoZone, Raises PT to $870.00",2016-03-02 05:38:00-05:00,AZO
129370,N,"Earnings Recap For March 1: Dollar Tree, Ross Stores And Medtronic Lead Pack",2016-03-01 16:47:00-05:00,AZO
129371,G,AutoZone Motors Higher After Q4 Report,2016-03-01 13:28:00-05:00,AZO
129372,G,"AutoZone Reports Q4 EPS $ 7.43 vs. Est. $7.28, Rev. $2.3B vs. Est. $2.26B; Domestic Comps Up 3.6%",2016-03-01 07:00:00-05:00,AZO
129374,N,"Earnings Scheduled For March 1, 2016",2016-03-01 04:01:00-05:00,AZO
129375,G,"AutoZone Reports Five-Year Agreement With JD Byrider, Terms Not Disclosed",2016-02-17 16:36:00-05:00,AZO
129377,G,Wedbush Upgrades AutoZone to Outperform,2016-02-16 07:01:00-05:00,AZO
129378,N,"Oppenheimer Maintains Outperform on AutoZone, Lowers PT to $800.00",2016-02-12 09:37:00-05:00,AZO
129379,N,"Credit Suisse Sticking With Auto Parts Retailers, Sees AutoZone At $750",2016-02-09 08:24:00-05:00,AZO
129381,N,"Credit Suisse Maintains Outperform on AutoZone, Raises PT to $750.00",2016-02-09 06:07:00-05:00,AZO
129391,B,US Stock Futures Signal Lower Start On Wall Street,2015-12-08 07:51:00-05:00,AZO
129392,G,AutoZone Q1 Earnings Beat Views,2015-12-08 07:25:00-05:00,AZO
129393,G,AutoZone Same Store Sales Increase 3.5% For Q1,2015-12-08 06:59:00-05:00,AZO
129396,N,"Earnings Scheduled For December 8, 2015",2015-12-08 04:01:00-05:00,AZO
129399,G,"Oppenheimer Upgrades AutoZone to Outperform, Announces $850.00 PT",2015-10-05 07:53:00-04:00,AZO
129401,G,AutoZone Tops Q4 Expectations,2015-09-22 08:18:00-04:00,AZO
129402,G,AutoZone Reports Q4 Comps Up 4.5%,2015-09-22 07:06:00-04:00,AZO
129403,G,"Autozone Reports Q4 EPS $12.75 Vs Est $12.69, Sales $3.3B Vs Est $3.25B",2015-09-22 07:01:00-04:00,AZO
129405,N,"Earnings Scheduled For September 22, 2015",2015-09-22 03:51:00-04:00,AZO
129407,N,Don't Forget About Aftermarket Auto Stocks,2015-09-16 11:05:00-04:00,AZO
129412,G,Bank of America Upgrades AutoZone to Buy,2015-08-24 08:28:00-04:00,AZO
129413,G,A Used-Car Portfolio To Profit From A Sluggish Economy,2015-08-19 13:22:00-04:00,AZO
129414,G,Stocks Hitting 52-Week Highs,2015-08-13 10:16:00-04:00,AZO
129415,G,Stocks Hitting 52-Week Highs,2015-08-05 10:17:00-04:00,AZO
129417,G,"Jefferies Hires Eight-person Team of Automotive Aftermarket Bankers from BB&T, According to Sources -Reuters",2015-07-01 18:59:00-04:00,AZO
129419,N,AutoZone: Digging Into The Valuation,2015-05-28 13:45:00-04:00,AZO
129420,G,The Bird's Eye View On...This Week's BIG Earnings,2015-05-27 12:09:00-04:00,AZO
129421,B,Benzinga's Top Downgrades,2015-05-27 09:31:00-04:00,AZO
129422,B,Gabelli Downgrades AutoZone To  Hold,2015-05-27 09:14:00-04:00,AZO
129423,G,US Stock Futures Edge Higher; Costco Earnings In Focus,2015-05-27 07:18:00-04:00,AZO
129424,B,Gabelli Downgrades AutoZone to Hold,2015-05-27 06:23:00-04:00,AZO
129425,G,"Autozone Conference Call:  EPS To Grow 13.1% 'for the future', Inventory To Grow 10%+ From Last Year",2015-05-26 10:41:00-04:00,AZO
129427,B,AutoZone Q1 Profit Tops Views,2015-05-26 07:17:00-04:00,AZO
129430,N,"Earnings Scheduled For May 26, 2015",2015-05-26 04:04:00-04:00,AZO
129432,N,What's Coming For AutoZone?,2015-05-23 14:00:00-04:00,AZO
129439,G,Argus Upgrades AutoZone On Strong Results On Future Growth Potential,2015-03-10 13:09:00-04:00,AZO
129440,G,Argus Research Upgrades AutoZone to Buy,2015-03-10 07:32:00-04:00,AZO
129441,G,Sterne Agee Upgrades AutoZone to Neutral,2015-03-04 07:29:00-05:00,AZO
129445,G,Stocks Hitting 52-Week Highs,2015-03-03 10:26:00-05:00,AZO
129447,G,UPDATE: AutoZone Tops Q2 Expectations,2015-03-03 07:33:00-05:00,AZO
129448,G,"AutoZone Reports Q2 EPS $6.51 Vs Est $6.38, Sales $2.14B Vs Est 2.12B , Comps Up 3.6%",2015-03-03 07:01:00-05:00,AZO
129449,N,"Earning & Economic Calendar for Tuesday March 3, 2015",2015-03-03 05:19:00-05:00,AZO
129451,N,"Earnings Scheduled For March 3, 2015",2015-03-03 04:18:00-05:00,AZO
129455,N,Morgan Stanley's 2015 Outlook For Auto Parts Retailers,2014-12-18 11:18:00-05:00,AZO
129456,G,UPDATE: Credit Suisse Reiterates On AutoZone On Strong Q1 Results,2014-12-10 10:26:00-05:00,AZO
129457,N,AutoZone Conference Call Highlights,2014-12-10 08:50:00-05:00,AZO
129458,N,"Credit Suisse Maintains Outperform on AutoZone, Inc., Raises PT to $680.00",2014-12-10 08:08:00-05:00,AZO
129462,G,Stocks Hitting 52-Week Highs,2014-12-09 10:00:00-05:00,AZO
129465,G,UPDATE: AutoZone Beats Q1 Estimates,2014-12-09 07:49:00-05:00,AZO
129467,G,"AutoZone, Inc. Reports Q1 EPS of $7.27 vs $7.16 Est; Revenue of $2.26B vs $2.21B Est",2014-12-09 07:00:00-05:00,AZO
129468,N,"Earnings Scheduled For December 9, 2014",2014-12-09 05:23:00-05:00,AZO
129477,B,Sterne Agee Initiates AutoZone At Underperform,2014-11-14 08:20:00-05:00,AZO
129482,N,UPDATE: Morgan Stanley Reiterates On AutoZone On Balanced Risk/Reward,2014-10-13 11:02:00-04:00,AZO
129487,B,"Argus Downgrades Shares Of AutoZone, Inc.",2014-09-26 07:47:00-04:00,AZO
129488,B,"Argus Research Downgrades AutoZone, Inc. to Hold",2014-09-25 08:16:00-04:00,AZO
129493,B,US Stock Futures Decline Ahead Of Home Sales Report,2014-09-22 07:38:00-04:00,AZO
129495,G,UPDATE: AutoZone Posts Upbeat FQ4 Profit,2014-09-22 07:27:00-04:00,AZO
129497,N,"Earning and Economic Calendar for Monday September 22, 2014",2014-09-22 05:46:00-04:00,AZO
129498,N,"Earnings Scheduled For September 22, 2014",2014-09-22 05:04:00-04:00,AZO
129500,N,"Benzinga Weekly Preview: Eyes On The Middle East As Lawmakers Discuss War On Terror, Nuclear Capabilities",2014-09-21 09:35:00-04:00,AZO
129501,N,"Earning, Economic and IPO Calendar for Friday September 19, 2014",2014-09-19 05:26:00-04:00,AZO
129504,G,US Stock Futures Surge Ahead Of ISM Report,2014-09-02 07:25:00-04:00,AZO
129505,G,"AutoZone Reaches Definitive Agreement To Acquire Interamerican Motor Corporation, No Terms Disclosed",2014-09-02 07:02:00-04:00,AZO
129506,B,JP Morgan Downgrades AutoZone To Neutral,2014-09-02 06:55:00-04:00,AZO
129507,B,"JP Morgan Downgrades AutoZone, Inc. to Neutral, Maintains $590.00 PT",2014-09-02 05:55:00-04:00,AZO
129510,B,"Stifel Downgrades AutoZone, O'Reilly",2014-07-18 12:40:00-04:00,AZO
129511,B,"Stifel Nicolaus Downgrades AutoZone, Inc. to Hold, Removes $570.00 PT",2014-07-18 06:44:00-04:00,AZO
129517,G,UPDATE: Stifel Upgrades AutoZone Following Investor Meetings,2014-06-04 08:16:00-04:00,AZO
129519,G,"Stifel Nicolaus Upgrades AutoZone, Inc. to Buy, Maintains $570.00 PT",2014-06-04 06:12:00-04:00,AZO
129522,G,"Gabelli & Co. Upgrades AutoZone, Inc. to Buy",2014-05-28 08:26:00-04:00,AZO
129524,G,Market Wrap For May 27: S&P 500 Closes At New Record High After Holiday Weekend,2014-05-27 16:48:00-04:00,AZO
129525,G,S&P 500: New Record Highs And 'Thin To Win',2014-05-27 11:31:00-04:00,AZO
129526,N,AutoZone Announces Q3 2014 Earnings,2014-05-27 08:56:00-04:00,AZO
129527,G,"#PreMarket Primer: Tuesday, May 27: Hope Rises In Ukraine Despite Increased Fighting",2014-05-27 07:29:00-04:00,AZO
129528,G,US Stock Futures Surge Ahead Of Economic Data,2014-05-27 07:25:00-04:00,AZO
129529,G,UPDATE: AutoZone Posts Rise In FQ3 Profit,2014-05-27 07:22:00-04:00,AZO
129531,N,"Earnings Scheduled For May 27, 2014",2014-05-27 05:19:00-04:00,AZO
129536,B,"Baird Downgrades AutoZone, Inc. to Neutral",2014-04-04 08:45:00-04:00,AZO
129537,N,UPDATE: Barclays Capital Reiterates on AutoZone Following Strong Performance,2014-03-05 10:18:00-05:00,AZO
129538,N,"Nomura Maintains Buy on AutoZone, Inc., Raises PT to $575.00",2014-03-05 07:40:00-05:00,AZO
129539,N,"#PreMarket Primer: Wednesday, March 5: Markets Recover But Tension Still Running High",2014-03-05 07:13:00-05:00,AZO
129544,G,"#PreMarket Primer: Tuesday, March 4: US Takes Steps To Limit Putin's Forces",2014-03-04 07:27:00-05:00,AZO
129545,G,UPDATE: AutoZone Posts Higher FQ2 Profit,2014-03-04 07:23:00-05:00,AZO
129546,G,"AutoZone, Inc. Reports Q2 EPS of $5.63 vs $5.54 Est; Revenue of $2.0B vs $1.97B Est",2014-03-04 07:01:00-05:00,AZO
129547,N,"Earning and Economic Calendar for Tuesday March 4, 2014",2014-03-04 05:55:00-05:00,AZO
129548,N,"Earnings Scheduled For March 4, 2014",2014-03-04 04:35:00-05:00,AZO
129550,G,AutoZone: The Best Bet In Automotive Retail,2014-02-19 10:21:00-05:00,AZO
129552,N,"Bank of America Maintains Neutral on AutoZone, Inc., Raises PO to $561.00",2014-02-07 07:31:00-05:00,AZO
129553,N,Our Outlook For Stocks in 2014,2014-01-31 16:17:00-05:00,AZO
129555,B,"Wolfe Research Downgrades AutoZone, Inc. to Peer Perform",2014-01-21 09:36:00-05:00,AZO
129557,G,Moody's Upgrades AutoZone from Baa2 to Baa1; Outlook Stable,2014-01-02 11:42:00-05:00,AZO
129559,G,Moody's Upgrades O'Reilly Auto to Baa2; Outlook Stable,2013-12-16 14:53:00-05:00,AZO
129560,G,UPDATE: Deutsche Bank Raises PT on AutoZone on Mixed Factors,2013-12-11 15:03:00-05:00,AZO
129561,G,"UPDATE: Citigroup Raises PT on AutoZone on Flattish Results, Favorable Long-Term Thesis",2013-12-11 13:35:00-05:00,AZO
129562,N,"Raymond James Maintains Strong Buy on AutoZone, Inc., Raises PT to $550.00",2013-12-11 07:46:00-05:00,AZO
129563,N,"Deutsche Bank Maintains Hold on AutoZone, Inc., Raises PT to $470.00",2013-12-11 07:38:00-05:00,AZO
129564,N,"Citigroup Maintains Buy on AutoZone, Inc., Raises Po to $545.00",2013-12-11 07:20:00-05:00,AZO
129565,G,#PreMarket Primer for December 11: US Government Takes First Steps Towards Budget Deal,2013-12-11 06:43:00-05:00,AZO
129566,B,"Bank of America Downgrades AutoZone, Inc. to Neutral, Raises to $530.00",2013-12-10 13:55:00-05:00,AZO
129567,B,AutoZone Shares Pullback; May be Attributed to Downgrade at Bank of America from Buy to Neutral,2013-12-10 13:54:00-05:00,AZO
129568,G,Stocks Hitting 52-Week Highs,2013-12-10 10:23:00-05:00,AZO
129569,G,UPDATE: AutoZone FQ1 Profit Increases 7.2%,2013-12-10 08:24:00-05:00,AZO
129570,G,AutoZone Q1 2014 SSS +0.9%,2013-12-10 07:04:00-05:00,AZO
129571,G,"AutoZone Reports Q3 EPS of $6.29, Inline; Revenue of $2.09B vs $2.11B Est",2013-12-10 07:01:00-05:00,AZO
129573,N,"Earnings Scheduled For December 10, 2013",2013-12-10 05:14:00-05:00,AZO
129576,G,AutoZone Raises Credit Pact from $1B to $1.25B,2013-12-04 17:15:00-05:00,AZO
129578,B,UPDATE: Goldman Sachs Downgrades AutoZone as Stock Approaches Target,2013-11-26 11:13:00-05:00,AZO
129579,B,"Goldman Sachs Downgrades AutoZone, Inc. to Neutral, Raises PT to $500.00",2013-11-26 07:09:00-05:00,AZO
129582,N,"Wedbush Initiates Coverage on AutoZone, Inc. at Neutral, Announces $440.00 PT",2013-10-14 16:41:00-04:00,AZO
129586,G,Mid-Day Market Update: US Stocks Turn Higher; MAKO Surgical Shares Surge On Acquisition News,2013-09-25 12:55:00-04:00,AZO
129589,G,UPDATE: AutoZone FQ4 Net Profit Surges 15%,2013-09-25 07:53:00-04:00,AZO
